month,maximum_rainfall_in_a_day,no_of_rainy_days,total_rainfall,mean_sunshine_hrs,temp_mean_daily_max,mean_temp,wbt_mean,wbt_max,admissions,emergency,deaths
2009-12-01,42.6,18.0,189.8,4.7,30.7,27.1,25.3,27.7,34779.0,66094.0,1422.0
2010-01-01,24.5,10.0,69.5,7.1,31.2,27.5,25.0,27.3,34835.0,69746.0,1464.0
2010-02-01,2.9,4.0,6.3,8.8,33.5,28.9,25.6,27.8,30322.0,62869.0,1337.0
2010-03-01,57.6,11.0,238.0,6.1,33.1,28.6,25.7,28.4,36248.0,69716.0,1472.0
2010-04-01,40.0,18.0,158.5,6.2,32.8,28.6,26.3,28.4,35328.0,70991.0,1487.0
2010-05-01,90.5,17.0,157.5,6.5,33.2,29.2,26.7,28.8,36264.0,76782.0,1634.0
2010-06-01,43.0,19.0,240.5,5.1,31.4,28.3,26.1,28.1,35649.0,69603.0,1485.0
2010-07-01,121.1,18.0,298.5,4.6,30.9,27.7,25.6,27.8,37584.0,75461.0,1490.0
2010-08-01,60.2,16.0,158.4,5.4,31.2,27.9,25.7,28.1,36335.0,77643.0,1516.0
2010-09-01,28.0,13.0,121.5,5.7,31.8,28.0,25.6,27.5,36157.0,71140.0,1376.0
2010-10-01,58.1,17.0,166.2,4.2,31.7,28.3,25.8,27.7,37287.0,74968.0,1508.0
2010-11-01,41.6,21.0,278.8,5.0,31.6,27.4,25.4,27.6,34918.0,68758.0,1385.0
2010-12-01,85.8,14.0,181.4,3.6,30.8,26.8,24.8,27.4,36378.0,71104.0,1456.0
2011-01-01,216.2,17.0,513.2,4.5,29.7,26.3,24.4,27.0,37643.0,78287.0,1565.0
2011-02-01,17.4,8.0,23.0,7.5,31.7,27.3,24.7,26.8,32333.0,72386.0,1473.0
2011-03-01,54.0,22.0,256.6,4.6,31.3,27.1,25.1,27.5,38802.0,78038.0,1533.0
2011-04-01,61.8,12.0,217.8,7.2,31.9,27.9,25.7,27.8,37342.0,75870.0,1451.0
2011-05-01,34.2,15.0,127.0,5.9,32.4,28.5,26.5,28.8,36984.0,80567.0,1666.0
2011-06-01,82.0,15.0,213.0,5.0,31.3,28.4,26.1,28.4,37926.0,75704.0,1501.0
2011-07-01,30.0,7.0,76.6,7.8,31.9,28.7,26.1,28.0,38423.0,79868.0,1567.0
2011-08-01,30.2,13.0,81.4,6.1,31.0,27.9,25.6,27.4,36210.0,76087.0,1457.0
2011-09-01,40.4,14.0,136.4,5.1,30.9,27.8,25.5,27.3,37609.0,76610.0,1392.0
2011-10-01,54.0,20.0,216.8,5.3,31.0,27.3,25.5,27.6,37808.0,82236.0,1478.0
2011-11-01,78.6,24.0,377.8,4.6,31.1,27.1,25.5,27.5,37663.0,79388.0,1490.0
2011-12-01,87.4,21.0,284.6,3.3,29.9,26.6,25.1,27.3,37641.0,79444.0,1454.0
2012-01-01,26.2,16.0,106.1,6.0,30.6,26.7,25.0,27.3,35682.0,85885.0,1532.0
2012-02-01,38.4,11.0,83.6,7.0,31.1,27.2,25.3,27.0,37005.0,80008.0,1465.0
2012-03-01,92.3,21.0,313.4,4.2,31.1,27.0,25.3,27.9,39576.0,83149.0,1514.0
2012-04-01,48.4,20.0,260.6,5.8,31.4,27.6,25.6,27.7,37451.0,82972.0,1496.0
2012-05-01,79.2,19.0,292.0,5.6,31.7,28.2,25.8,28.0,39318.0,85167.0,1682.0
2012-06-01,38.2,8.0,53.0,6.0,31.6,28.7,25.8,27.7,37895.0,77964.0,1561.0
2012-07-01,35.4,17.0,130.8,6.2,30.8,27.7,25.2,26.5,39418.0,83852.0,1591.0
2012-08-01,31.0,12.0,119.0,6.1,31.0,27.9,25.2,26.8,38503.0,79335.0,1574.0
2012-09-01,35.8,10.0,107.6,5.6,31.3,27.9,25.2,26.9,37533.0,80201.0,1500.0
2012-10-01,22.6,13.0,122.2,5.9,31.7,27.7,25.2,27.4,39926.0,83611.0,1532.0
2012-11-01,49.2,22.0,208.2,4.4,31.4,27.1,25.1,27.5,39014.0,79286.0,1465.0
2012-12-01,78.8,22.0,363.4,3.6,30.6,26.7,25.0,27.0,38581.0,83859.0,1569.0
2013-01-01,73.0,15.0,262.0,6.0,30.8,27.1,24.6,26.7,40320.0,88630.0,1649.0
2013-02-01,95.2,22.0,395.2,4.0,30.1,26.5,24.8,27.1,34921.0,79359.0,1475.0
2013-03-01,29.6,10.0,85.8,7.5,32.4,28.3,25.5,28.0,40534.0,86940.0,1680.0
2013-04-01,41.6,19.0,159.4,5.2,32.1,28.2,25.8,27.8,39427.0,84560.0,1634.0
2013-05-01,46.2,17.0,211.4,5.4,31.8,28.2,25.8,28.0,40141.0,87961.0,1608.0
2013-06-01,22.4,12.0,111.4,6.4,32.6,29.0,25.3,28.1,39523.0,85095.0,1711.0
2013-07-01,37.4,15.0,174.6,5.7,31.1,27.8,25.0,27.3,39986.0,82318.0,1538.0
2013-08-01,43.2,15.0,165.6,6.1,31.0,27.9,25.0,26.9,39278.0,82464.0,1506.0
2013-09-01,52.6,19.0,257.0,4.6,30.6,27.5,25.0,26.9,39162.0,81096.0,1470.0
2013-10-01,139.8,19.0,285.4,6.3,31.4,27.7,25.0,26.9,41143.0,84025.0,1572.0
2013-11-01,44.0,22.0,292.4,4.5,31.3,27.1,25.1,27.0,40256.0,80234.0,1447.0
2013-12-01,119.8,21.0,348.2,3.5,30.2,26.5,24.6,27.0,39502.0,84118.0,1648.0
2014-01-01,31.2,5.0,75.4,5.3,29.6,26.2,23.4,26.2,40476.0,84647.0,1652.0
2014-02-01,0.2,1.0,0.2,8.8,31.9,27.2,23.7,25.9,36123.0,75725.0,1615.0
2014-03-01,52.6,6.0,66.0,8.0,32.8,27.9,24.5,27.0,40692.0,80301.0,1619.0
2014-04-01,28.8,17.0,110.0,5.7,32.4,28.2,25.5,27.0,40563.0,79418.0,1566.0
2014-05-01,22.2,18.0,125.8,5.8,32.1,28.6,25.8,27.7,41823.0,86058.0,1690.0
2014-06-01,18.8,11.0,71.4,6.0,32.1,29.0,25.9,27.8,40981.0,85017.0,1719.0
2014-07-01,29.0,15.0,148.6,5.5,31.6,28.7,25.7,27.1,42576.0,86028.0,1686.0
2014-08-01,44.2,20.0,241.0,4.5,30.4,27.7,24.9,26.6,41857.0,83610.0,1663.0
2014-09-01,34.6,9.0,83.6,7.0,31.8,28.5,25.1,26.9,41106.0,79164.0,1599.0
2014-10-01,32.8,10.0,120.0,6.0,32.1,28.4,25.2,26.9,42469.0,77547.0,1528.0
2014-11-01,64.4,23.0,250.8,5.4,31.6,27.5,25.1,27.0,40516.0,73271.0,1503.0
2014-12-01,48.2,17.0,245.6,3.7,30.6,27.0,24.7,26.7,40392.0,77585.0,1553.0
2015-01-01,33.6,6.0,79.6,7.4,30.7,26.9,23.8,26.1,42122.0,83405.0,1701.0
2015-02-01,10.8,6.0,18.8,7.3,31.3,27.0,23.6,25.8,35602.0,73842.0,1481.0
2015-03-01,46.0,5.0,84.4,7.3,32.5,28.2,24.8,26.7,42148.0,81518.0,1680.0
2015-04-01,18.8,13.0,73.2,7.2,33.2,28.6,25.4,27.4,41710.0,80262.0,1589.0
2015-05-01,22.2,12.0,89.0,5.8,32.2,28.7,25.8,27.3,42449.0,86075.0,1725.0
2015-06-01,28.4,10.0,95.8,6.7,32.0,29.0,25.6,27.0,41026.0,83377.0,1827.0
2015-07-01,45.8,13.0,116.8,7.1,31.9,29.1,25.5,27.2,42283.0,80360.0,1781.0
2015-08-01,63.2,11.0,185.8,6.1,31.2,28.4,25.2,27.0,40838.0,82665.0,1689.0
2015-09-01,18.4,8.0,61.6,4.3,31.7,28.7,25.2,26.9,41218.0,75508.0,1554.0
2015-10-01,28.6,9.0,87.2,4.7,32.2,28.7,25.2,27.2,44327.0,78941.0,1625.0
2015-11-01,25.8,13.0,72.6,4.8,32.1,28.0,25.1,26.7,41813.0,77552.0,1589.0
2015-12-01,40.4,19.0,302.3,5.3,31.5,27.7,25.1,27.5,44353.0,81921.0,1621.0
2016-01-01,39.6,15.0,126.6,7.2,31.8,28.3,25.5,27.2,44542.0,89522.0,1635.0
2016-02-01,71.8,10.0,186.0,6.5,31.1,27.8,24.9,27.0,41212.0,85822.0,1592.0
2016-03-01,2.4,6.0,6.2,8.0,33.1,29.0,25.4,27.1,46629.0,87290.0,1780.0
2016-04-01,18.2,14.0,89.8,7.0,33.4,29.4,25.9,27.5,45683.0,80777.0,1684.0
2016-05-01,54.8,12.0,193.8,6.2,33.0,29.3,26.1,27.7,45339.0,85931.0,1728.0
2016-06-01,67.8,13.0,162.8,5.4,31.6,28.5,25.4,27.4,45843.0,80906.0,1585.0
2016-07-01,59.4,20.0,168.6,6.3,31.7,28.4,25.3,27.3,47158.0,87482.0,1859.0
2016-08-01,30.6,15.0,139.2,6.7,31.8,28.9,25.2,26.9,46901.0,87475.0,1747.0
2016-09-01,34.0,15.0,118.9,5.5,32.0,28.3,24.6,26.5,45382.0,81809.0,1583.0
2016-10-01,75.4,16.0,181.0,4.6,32.1,28.3,24.4,27.0,45908.0,82339.0,1716.0
2016-11-01,65.6,20.0,290.2,3.5,30.7,27.4,24.4,26.8,45559.0,79320.0,1510.0
2016-12-01,73.0,23.0,292.6,5.1,31.6,27.4,23.6,26.6,46100.0,80045.0,1598.0
2017-01-01,60.6,21.0,197.6,4.8,30.7,26.9,24.9,27.3,44617.0,85325.0,1768.0
2017-02-01,31.0,15.0,158.4,7.1,30.7,26.9,24.7,26.7,43435.0,79354.0,1577.0
2017-03-01,30.2,11.0,136.2,6.1,31.1,27.4,25.0,27.3,49254.0,87191.0,1779.0
2017-04-01,42.8,21.0,208.6,5.3,31.8,27.8,25.5,27.9,46610.0,84124.0,1661.0
2017-05-01,44.8,15.0,190.0,5.9,31.4,28.5,26.1,27.8,48488.0,90987.0,1902.0
2017-06-01,29.6,10.0,106.0,6.3,31.6,28.5,25.8,27.6,47316.0,81552.0,1925.0
2017-07-01,30.2,9.0,79.6,7.0,31.0,28.3,25.5,27.1,48738.0,84964.0,1842.0
2017-08-01,29.4,18.0,84.2,6.1,31.0,28.1,25.4,27.1,48684.0,81977.0,1751.0
2017-09-01,20.2,19.0,124.4,5.7,31.2,28.0,25.4,27.3,46132.0,77268.0,1590.0
2017-10-01,31.2,18.0,120.8,5.5,31.6,27.9,25.5,27.4,48534.0,82793.0,1759.0
2017-11-01,45.2,24.0,268.6,4.2,30.8,27.1,25.2,27.6,48226.0,78327.0,1666.0
2017-12-01,69.8,23.0,371.2,5.6,30.8,27.0,25.0,27.5,48083.0,79596.0,1685.0
2018-01-01,45.8,25.0,287.0,4.1,29.8,26.1,24.3,26.8,49716.0,88237.0,1931.0
2018-02-01,13.0,5.0,14.8,8.0,31.2,27.2,24.1,26.6,43186.0,77749.0,1662.0
2018-03-01,15.2,10.0,44.6,6.4,32.4,28.0,25.0,26.9,50497.0,83943.0,1778.0
2018-04-01,14.0,14.0,61.2,6.8,33.2,28.5,25.5,27.4,47381.0,81997.0,1668.0
2018-05-01,47.4,19.0,132.2,5.8,32.4,28.7,25.7,27.2,49208.0,84834.0,1829.0
2018-06-01,46.8,17.0,182.6,4.1,31.3,28.4,25.6,27.6,46990.0,78521.0,1748.0
2018-07-01,32.4,10.0,143.2,6.1,31.3,28.5,25.4,26.9,49617.0,86044.0,1791.0
2018-08-01,34.6,11.0,121.6,6.7,31.7,28.5,25.3,27.2,49048.0,82519.0,1806.0
2018-09-01,45.0,13.0,144.4,6.0,31.2,28.0,24.8,27.1,47676.0,79829.0,1655.0
2018-10-01,60.6,18.0,234.4,6.1,31.9,27.9,25.1,27.1,50740.0,85043.0,1773.0
2018-11-01,20.6,27.0,169.6,3.8,31.0,27.3,25.0,27.0,50312.0,85384.0,1703.0
2018-12-01,43.8,19.0,172.6,5.1,31.6,27.6,25.1,26.8,50448.0,91303.0,1938.0
2019-01-01,38.2,9.0,63.6,7.1,31.7,28.0,24.6,26.8,51403.0,90869.0,1847.0
2019-02-01,13.4,5.0,31.6,9.2,32.8,28.2,24.6,26.3,44482.0,82072.0,1631.0
2019-03-01,29.0,6.0,72.2,8.3,33.5,28.7,24.7,27.1,52662.0,89670.0,1837.0
2019-04-01,52.4,9.0,174.8,5.9,32.7,28.6,25.5,27.8,50579.0,88534.0,1765.0
2019-05-01,17.2,13.0,69.0,7.0,32.7,29.3,26.3,28.8,52784.0,92618.0,1767.0
2019-06-01,37.6,16.0,173.8,5.3,31.3,28.4,25.6,27.4,50277.0,89350.0,1735.0
2019-07-01,6.6,8.0,12.2,7.5,32.1,29.0,25.5,27.5,54993.0,98385.0,1804.0
2019-08-01,3.8,6.0,11.8,7.6,32.7,29.1,25.1,27.1,52109.0,90698.0,1824.0
2019-09-01,16.4,4.0,22.8,6.7,33.0,29.0,25.2,26.7,50206.0,85040.0,1703.0
2019-10-01,92.2,15.0,176.8,6.5,32.7,28.1,25.1,26.8,52660.0,88928.0,1833.0
2019-11-01,73.4,15.0,137.4,5.5,32.3,28.0,25.1,27.3,52809.0,88720.0,1767.0
2019-12-01,74.2,14.0,421.5,4.8,30.1,26.7,24.6,27.6,53172.0,96098.0,1933.0
2020-01-01,38.0,6.0,88.4,7.1,31.7,27.7,24.7,26.5,52461.0,98611.0,2091.0
2020-02-01,23.8,8.0,65.0,8.3,31.7,27.9,24.5,26.7,43059.0,79237.0,1762.0
2020-03-01,47.4,8.0,108.8,7.6,32.9,28.6,25.1,27.3,44381.0,88247.0,1891.0
2020-04-01,51.8,12.0,188.0,7.1,33.0,28.9,25.5,27.3,41587.0,69889.0,1913.0
2020-05-01,53.8,16.0,255.6,5.7,32.2,28.9,26.0,27.7,43315.0,63029.0,1874.0
2020-06-01,41.0,21.0,233.8,4.3,31.0,28.1,25.4,27.1,43796.0,67607.0,1761.0
2020-07-01,30.4,22.0,140.8,5.7,31.0,27.9,25.0,26.9,48292.0,72664.0,1759.0
2020-08-01,34.6,12.0,103.4,6.4,31.4,28.3,25.1,27.3,46798.0,74155.0,1860.0
2020-09-01,32.8,18.0,150.2,4.8,31.0,27.5,24.7,26.6,46670.0,71255.0,1751.0
2020-10-01,19.0,16.0,78.8,4.3,31.6,28.3,24.9,26.9,49772.0,73306.0,1770.0
2020-11-01,64.2,19.0,220.6,4.0,31.0,27.2,24.8,26.9,46303.0,71001.0,1771.0
2020-12-01,58.2,20.0,253.2,5.2,31.5,27.2,24.7,27.9,50077.0,74360.0,1851.0
2021-01-01,210.6,17.0,692.8,4.2,29.1,26.0,23.7,26.0,46888.0,76872.0,1871.0
2021-02-01,0.6,2.0,1.0,8.2,31.6,27.3,23.7,26.3,43339.0,72275.0,1769.0
2021-03-01,38.0,14.0,182.4,7.3,32.8,27.9,24.7,26.7,51463.0,82783.0,1924.0
2021-04-01,83.8,14.0,290.4,6.8,32.4,28.2,25.1,27.6,49411.0,82267.0,1938.0
2021-05-01,49.8,13.0,245.8,6.0,32.1,28.7,25.9,27.8,43564.0,69157.0,1975.0
2021-06-01,23.8,20.0,93.4,6.5,32.1,28.5,25.5,29.3,44521.0,66857.0,1937.0
2021-07-01,75.0,12.0,195.8,6.8,31.8,28.6,25.4,27.3,49684.0,79021.0,1998.0
2021-08-01,71.4,24.0,293.6,4.8,31.0,27.6,25.0,27.2,47057.0,75757.0,1967.0
2021-09-01,63.4,14.0,205.4,6.4,31.7,28.3,25.2,28.8,49296.0,72225.0,1965.0
2021-10-01,59.6,14.0,177.0,6.2,32.2,28.5,25.5,27.7,47280.0,71558.0,2492.0
2021-11-01,47.8,23.0,312.4,4.9,31.8,27.6,25.1,27.6,46991.0,71275.0,2349.0
2021-12-01,46.8,15.0,119.6,5.4,31.4,27.7,25.0,27.0,47296.0,70106.0,2107.0
